Generating SQLite file .\nsys_profiles_win\small_ctx1024_full_training.sqlite from .\nsys_profiles_win\small_ctx1024_full_training.nsys-rep
Processing [.\nsys_profiles_win\small_ctx1024_full_training.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2025.3.2\host-windows-x64\reports\cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
13.5,303935730,1300,233796.7,37439.5,1088,1363723,337653.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
9.7,218245323,312,699504.2,685941.0,592374,1151662,79436.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
8.1,182278996,559,326080.5,144254.0,118014,2581847,353429.8,ampere_sgemm_128x64_tn
5.6,126130036,1495,84367.9,20544.0,4992,1327499,239096.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
5.5,123418519,247,499670.1,417337.0,367226,2161822,351950.0,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(T1::Params)
5.4,122228927,468,261172.9,146078.0,123198,569591,172550.7,ampere_sgemm_128x64_nn
5.4,120974813,234,516986.4,511880.0,419993,800884,49466.7,ampere_sgemm_128x128_nn
5.0,113458585,156,727298.6,698629.0,680693,909106,57723.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
5.0,113139996,156,725256.4,697669.0,682421,970512,58694.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
4.7,106894679,416,256958.4,404282.0,7296,641270,208191.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
4.4,98391790,156,630716.6,600838.5,589719,890738,62304.8,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3.7,84332745,156,540594.5,532951.0,487832,778227,34457.3,ampere_sgemm_128x128_nt
