Generating SQLite file .\nsys_profiles_win\medium_ctx1024_forward_backward.sqlite from .\nsys_profiles_win\medium_ctx1024_forward_backward.nsys-rep
Processing [.\nsys_profiles_win\medium_ctx1024_forward_backward.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2025.3.2\host-windows-x64\reports\cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
23.4,19094438490,481,39697377.3,1440549.0,1374823,244815193,51626013.5,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)
10.7,8764037264,1105,7931255.4,1345639.0,338330,109868602,17323949.9,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(T1::Params)
9.8,8038513646,2548,3154832.7,505607.0,991,108815334,12860896.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
7.0,5749926280,624,9214625.4,1669458.0,699092,184371831,32134622.5,ampere_sgemm_128x128_tn
6.5,5300733784,624,8494765.7,1384294.5,1287433,73463751,18641254.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
6.2,5076838586,2977,1705353.9,500183.0,8704,103363934,6597784.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
6.0,4913794697,624,7874671.0,418360.0,398521,32050664,11958534.5,ampere_sgemm_128x64_nn
4.3,3548936663,793,4475330.0,491639.0,411513,152826902,18379969.4,ampere_sgemm_128x64_tn
3.8,3065288170,312,9824641.6,848944.5,803826,92210050,24696874.1,ampere_sgemm_128x128_nn
3.1,2492492907,312,7988759.3,1399462.5,1376584,68580559,18051728.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
