Generating SQLite file .\nsys_profiles_win\small_ctx512_forward_backward.sqlite from .\nsys_profiles_win\small_ctx512_forward_backward.nsys-rep
Processing [.\nsys_profiles_win\small_ctx512_forward_backward.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2025.3.2\host-windows-x64\reports\cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
14.6,105075258,559,187970.1,86623.0,75422,1299851,187077.1,ampere_sgemm_128x64_tn
12.8,91770594,1300,70592.8,19136.0,1184,315579,76330.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
8.8,63482376,234,271292.2,273995.5,238588,299611,15194.9,ampere_sgemm_128x64_nn
8.4,60623591,234,259075.2,261708.0,235708,281243,12898.6,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nt_align1>(T1::Params)
6.4,45791375,312,146767.2,154493.5,80479,500792,36387.4,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
4.3,30764462,1495,20578.2,6080.0,3328,238204,41140.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
3.7,26725344,156,171316.3,173933.5,156958,186813,8570.7,ampere_sgemm_128x128_nn
3.7,26655352,156,170867.6,172989.0,155358,184189,8189.5,ampere_sgemm_128x128_nt
3.6,26005567,312,83351.2,83615.0,74879,237724,10937.4,ampere_sgemm_64x64_nn
3.2,22869491,1521,15035.8,7808.0,6432,202108,21718.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3.1,22353044,156,143288.7,153534.0,108862,214973,27220.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
3.0,21853000,312,70041.7,70782.5,63711,76159,3468.3,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params)
2.9,20608610,156,132106.5,131694.0,94143,220157,28623.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
