Generating SQLite file .\nsys_profiles_win\small_ctx128_forward_backward.sqlite from .\nsys_profiles_win\small_ctx128_forward_backward.nsys-rep
Processing [.\nsys_profiles_win\small_ctx128_forward_backward.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2025.3.2\host-windows-x64\reports\cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
15.1,22395925,247,90671.8,78879.0,76767,301979,49799.4,ampere_sgemm_128x64_tn
14.4,21487199,247,86992.7,74751.0,73119,314715,53165.5,ampere_sgemm_128x64_nn
11.5,17064545,234,72925.4,72398.5,70047,80895,2716.0,ampere_sgemm_64x64_nt
8.9,13238354,1521,8703.7,3232.0,2976,122687,13019.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
6.9,10246062,312,32839.9,32800.0,32127,33631,225.1,ampere_sgemm_32x128_tn
6.6,9805497,1300,7542.7,4416.0,1151,32447,7106.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
4.8,7099969,312,22756.3,22736.0,22112,23520,307.9,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
4.4,6517907,1924,3387.7,3424.0,2240,6688,608.4,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
4.3,6373986,312,20429.4,20303.5,19999,20896,298.5,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(T1::Params)
2.7,4060188,1495,2715.8,2304.0,1760,141822,3809.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
2.4,3511468,13,270112.9,270268.0,267452,271836,1242.4,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(T1::Params)
2.0,2985847,624,4785.0,4768.0,4735,4896,29.6,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long long, T6 *, int *)"
1.9,2755352,156,17662.5,17584.0,17311,18528,275.7,ampere_sgemm_128x128_nn
1.8,2646613,156,16965.5,16880.0,16479,18048,395.5,ampere_sgemm_128x128_nt
1.4,2045025,416,4915.9,4288.0,3360,31839,4306.4,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
1.3,1994856,312,6393.8,5472.0,4352,12256,2285.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.3,1908827,156,12236.1,12016.0,11167,14816,1047.9,ampere_sgemm_128x128_tn
1.2,1715184,169,10149.0,10176.0,9632,10688,172.6,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
