Generating SQLite file .\nsys_profiles_win\medium_ctx256_full_training.sqlite from .\nsys_profiles_win\medium_ctx256_full_training.nsys-rep
Processing [.\nsys_profiles_win\medium_ctx256_full_training.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2025.3.2\host-windows-x64\reports\cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
14.3,309276693,1092,283220.4,144942.0,112062,615414,176041.8,ampere_sgemm_128x64_tn
11.3,243857981,468,521064.1,530568.0,392666,613910,57190.8,ampere_sgemm_128x64_nt
7.9,170048656,780,218011.1,152013.5,104990,618198,156006.3,ampere_sgemm_128x64_nn
7.8,168400170,325,518154.4,504760.0,367898,1361994,138471.2,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)
6.1,132276418,2548,51913.8,19104.0,992,303835,49855.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
5.7,123842475,286,433015.6,435337.0,275515,506679,51585.9,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
5.3,115257204,143,805994.4,805427.0,525304,946672,94388.1,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)3>, at::native::<unnamed>::PointwiseOpScalarListFunctor<float, (int)3, (int)3, (int)0>, std::divides<float>>(T1, T2, T3...)"
4.8,103634063,3003,34510.2,13536.0,5440,304891,49015.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
4.2,90518608,143,632997.3,632885.0,405818,873617,80564.3,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)3>, at::native::<unnamed>::PointwiseOpScalarFunctor<float, (int)3, (int)3, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
4.2,90351379,143,631827.8,633238.0,409753,751732,73536.7,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)2>, at::native::<unnamed>::TernaryOpScalarFunctor<float, (int)2, (int)2, (int)0>, at::native::LerpFunctor<float>, float>(T1, T2, T3...)"
4.1,89559400,624,143524.7,146862.0,106526,170333,15442.9,ampere_sgemm_64x64_nt
2.9,61730409,143,431681.2,432825.0,274619,500120,51220.2,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::plus<float>, float>(T1, T2, T3...)"
2.9,61679532,143,431325.4,433689.0,274715,504920,50789.5,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMetadata<float, (int)1>, at::native::<unnamed>::BinaryOpScalarListFunctor<float, (int)1, (int)1, (int)0>, std::divides<float>>(T1, T2, T3...)"
