Generating SQLite file .\nsys_profiles_win\small_ctx512_full_training.sqlite from .\nsys_profiles_win\small_ctx512_full_training.nsys-rep
Processing [.\nsys_profiles_win\small_ctx512_full_training.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2025.3.2\host-windows-x64\reports\cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
12.3,92027042,559,164628.0,77151.0,63199,1193294,162311.1,ampere_sgemm_128x64_tn
11.9,88981454,1300,68447.3,16720.0,991,296955,73409.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
7.1,53281789,234,227700.0,226252.0,200668,253692,16207.7,ampere_sgemm_128x64_nn
6.8,50927682,234,217639.7,213804.5,195964,239484,14893.9,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nt_align1>(T1::Params)
6.0,44969911,312,144134.3,153853.5,80862,334203,30168.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
4.0,29736405,1495,19890.6,5344.0,2912,235804,40091.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long long)3>>(int, T2, T3)"
3.1,22955104,156,147148.1,149438.0,130398,161470,9755.3,ampere_sgemm_128x128_nn
3.0,22635964,156,145102.3,144381.5,129950,158109,8624.8,ampere_sgemm_128x128_nt
2.9,21775594,312,69793.6,69359.0,62015,108510,5072.4,ampere_sgemm_64x64_nn
2.9,21726094,156,139269.8,152654.0,106718,209053,24684.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long long)2>>(int, T2, T3)"
2.8,20686465,156,132605.5,110110.0,95838,169629,28070.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long long)2>>(int, T2, T3)"
2.8,20570428,1521,13524.3,6880.0,5440,174078,20654.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.6,19590770,52,376745.6,415657.5,307196,652565,71971.3,"void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(int)1>, at::native::<unnamed>::BinaryOpScalarFunctor<float, (int)1, (int)1, (int)0>, std::multiplies<float>, float>(T1, T2, T3...)"
